-73.98865	40.750422
-73.96214	40.77844
-73.994677	40.750517
-73.99515	40.74966
-73.953608	40.778643
-73.975737	40.755962
-73.982323	40.75155
-73.986225	40.76209
-73.984968	40.764307
-73.97403	40.75151
-73.969322	40.762337
-74.009528	40.70194
-73.951827	40.781969
-73.976314	40.758947
-73.984254	40.756286
-73.953988	40.766967
-73.92779	40.814728
-74.000768	40.737153
-74.005282	40.72755
-73.9538	40.78554
-73.976283	40.761105
-73.997217	40.724027
-73.862748	40.768975
-73.984875	40.742538
-73.972047	40.791408
-74.005987	40.735855
-73.983982	40.72531
-73.964118	40.80792
-73.964953	40.755933
-73.980799	40.744441
-73.994366	40.737393
-73.971756	40.794514
-73.96525	40.759448
-73.973298	40.790505
-73.989549	40.76548
-73.984838	40.728018
-73.975383	40.751297
-73.98435	40.758352
-73.9967	40.729645
-74.008007	40.722975
-74.018712	40.697385
-74.002068	40.73503
-73.978658	40.766787
-74.005633	40.745803
-73.966682	40.764167
-73.965745	40.754325
-73.961007	40.802058
-73.99369	40.741685
-73.97552	40.762702
-73.874433	40.773965
-73.974774	40.759132
-73.987408	40.749687
-73.978777	40.740572
-73.99726	40.722916
-73.996993	40.736636
-73.96917	40.785397
-73.95929	40.780026
-73.985829	40.735154
-73.990146	40.756132
-73.995295	40.749587
-73.966427	40.761553
-73.967433	40.757977
-73.978268	40.7527
-73.987527	40.765418
-73.990938	40.751242
-74.00603	40.738897
-73.991687	40.749583
-73.970705	40.767585
-73.994563	40.745867
-73.96593	40.759717
-73.955833	40.776308
-74.000144	40.723745
-73.870387	40.773623
-73.974793	40.765047
-73.969651	40.750445
-73.979203	40.7311
-73.926064	40.815461
-74.014605	40.716695
-74.003298	40.735387
-73.95829	40.765412
-73.79031	40.6437
-74.00938	40.709862
-73.968027	40.676593
-73.985793	40.731075
-73.967835	40.753203
-73.980227	40.730373
-74.000145	40.730638
-73.973088	40.792872
-73.947714	40.778972
-73.994108	40.751607
-73.992567	40.749664
-73.957143	40.783511
-73.980676	40.74422
-73.95335	40.778613
-73.972665	40.755302
-73.985013	40.719037
-73.996985	40.71674
-73.974252	40.756935
-73.986747	40.733872
-73.992798	40.762787
-74.01671	40.701342
-74.002853	40.73927
-73.955815	40.779625
-73.993047	40.752827
-73.94838	40.778212
-73.97497	40.761762
-73.974468	40.791453
-73.988665	40.753713
-73.873388	40.774317
-73.951387	40.809523
-73.958633	40.783333
-73.992364	40.745295
-73.994746	40.750261
-73.987158	40.759436
-73.88675	40.860059
-73.954462	40.780707
-73.96645	40.761508
-73.951476	40.782263
-73.969752	40.752537
-73.990027	40.729613
