-73.999455	40.738687
-73.98696	40.725573
-73.972382	40.765425
-73.955942	40.767145
-73.990533	40.746047
-73.99461	40.750505
-73.97661	40.749393
-73.920393	40.757263
-73.964432	40.76761
-73.983515	40.738385
-74.00235	40.730442
-73.987087	40.729412
-74.009059	40.705825
-73.948467	40.778013
-73.983912	40.780591
-73.984572	40.754237
-73.983616	40.753589
-73.97985	40.784359
-73.977507	40.738352
-73.993042	40.735527
-73.986978	40.75895
-74.008113	40.713768
-73.959047	40.772588
-73.967188	40.763337
-74.007945	40.72297
-73.969287	40.769477
-73.998902	40.717335
-73.988598	40.677717
-73.999212	40.734098
-73.957077	40.774365
